544,-948
545,219
546,788
547,-95
548,706
549,138
550,-22
551,-803
552,-262
553,-778
554,-738
555,811
556,940
557,543
558,-643
559,971
560,-602
561,180
562,-760
563,-36
564,334
565,-140
566,-774
567,-871
568,873
569,-511
570,-113
571,822
572,-275
573,852
574,662
575,790
576,-521
577,-129
578,-724
579,736
580,-393
581,340
582,-207
583,524
584,-111
585,-788
586,-667
587,999
588,-27
589,-881
590,298
591,-469
592,424
593,760
594,314
595,-771
596,379
597,829
598,147
599,907
600,880
601,-105
602,-783
603,-425
604,-244
605,-957
606,-376
607,-486
608,807
609,-211
610,-268
611,232
612,186
613,385
614,-156
615,835
616,-366
617,-747
618,407
619,901
620,843
621,309
622,-932
623,-678
624,-152
625,821
626,505
627,-685
628,858
629,36
630,179
631,-939
632,-176
633,-130
634,-493
635,468
636,413
637,-169
638,22
639,-427
640,-757
641,-304
642,-979
643,915
644,778
645,916
646,-521
647,999
648,-204
649,919
650,483
651,-179
652,-820
653,-641
654,-461
655,98
656,-418
657,643
658,979
659,210
660,797
661,2
662,480
663,-403
664,-30
665,-744
666,-713
667,-373
668,191
669,-155
670,413
671,332
672,210
673,705
674,936
675,-999
676,425
677,-693
678,784
679,-708
680,-140
681,2
682,538
683,-90
684,119
685,429
686,393
687,-39
688,-40
689,209
690,861
691,-129
692,952
693,-757
694,-65
695,-423
696,-870
697,494
698,644
699,-263
700,-225
701,431
702,-610
703,78
704,-292
705,61
706,-397
707,874
708,796
709,859
710,973
711,180
712,-243
713,75
714,989
715,620
716,426
717,-598
718,-475
719,-207
720,-445
721,322
722,-846
723,-702
724,809
725,-122
726,-807
727,-563
728,-21
729,-564
730,493
731,-371
732,-995
733,-984
734,-143
735,61
736,447
737,-77
738,546
739,-558
740,969
741,-163
742,-65
743,-738
744,-547
745,-399
746,460
747,-327
748,-77
749,-769
750,635
751,-940
752,-795
753,273
754,-660
755,-826
756,-53
757,251
758,-65
759,-532
760,350
761,309
762,-67
763,991
764,-665
765,-747
766,-108
767,558
768,-619
769,-328
770,535
771,-832
772,-557
773,780
774,-252
775,-637
776,-256
777,871
778,387
779,906
780,-885
781,21
782,785
783,-141
784,172
785,-107
786,-580
787,-727
788,-680
789,664
790,-405
791,-564
792,555
793,-48
794,134
795,59
796,647
797,-280
798,140
799,-362
800,274
801,-521
802,70
803,201
804,910
805,859
806,-540
807,367
808,-98
809,-420
810,336
811,583
812,-10
813,-37
814,-532
815,-590
816,840
817,652
818,-590
819,549
820,859
821,-300
822,667
823,-506
824,825
825,-789
826,686
827,597
828,299
829,-812
830,-752
831,-716
832,-483
833,-700
834,-750
835,-462
836,233
837,837
838,-339
839,-123
840,-137
841,445
842,254
843,-143
844,-255
845,-694
846,-165
847,-391
848,652
849,-315
850,-646
851,526
852,526
853,571
854,-129
855,-582
856,154
857,371
858,-367
859,473
860,-482
861,-717
862,-846
863,880
864,-721
865,876
866,29
867,-490
868,-640
869,518
870,489
871,868
872,-976
873,-910
874,560
875,-676
876,555
877,535
878,147
879,115
880,936
881,441
882,-270
883,-820
884,100
885,-405
886,948
887,162
888,986
889,-346
890,181
891,773
892,-521
893,-325
894,95
895,-137
896,-961
897,-928
898,666
899,532
900,421
901,480
902,92
903,557
904,140
905,274
906,327
907,545
908,-385
909,-16
910,-360
911,243
912,-581
913,-611
914,-748
915,129
916,802
917,-925
918,368
919,359
920,627
921,-301
922,309
923,823
924,765
925,81
926,-542
927,-208
928,956
929,581
930,211
931,-893
932,-865
933,-926
934,81
935,-904
936,60
937,619
938,70
939,-953
940,954
941,-94
942,945
943,347
944,-860
945,570
946,15
947,499
948,458
949,-908
950,38
951,35
952,455
953,-600
954,-603
955,-844
956,-885
957,74
958,-831
959,-911
960,-920
961,-57
962,48
963,235
964,605
965,-616
966,-363
967,-321
968,595
969,38
970,19
971,572
972,-666
973,953
974,-713
975,-619
976,-471
977,603
978,-915
979,-884
980,-136
981,-134
982,269
983,-217
984,-558
985,-500
986,744
987,595
988,-849
989,323
990,-116
991,353
992,-249
993,-801
994,-157
995,500
996,-606
997,446
998,-771
999,-558
